Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
162	552	0	1.08713145	101325.612	101325.622	101325.611	101325.632	0.0210630303	0.0246923417	0	0	452.708	0	0	3
163	555	0	1.09384214	101325.612	101325.622	101325.611	101325.631	0.0201510255	0.0246923417	0	0	451.531	0	0	3
164	558	0	1.10055283	101325.612	101325.622	101325.611	101325.631	0.0197688278	0.0246923417	0	0	451.753	0	0	3
165	562	0	1.10726352	101325.612	101325.621	101325.611	101325.63	0.0192030676	0.0246923417	0	0	451.444	0	0	3
166	565	0	1.1139742	101325.613	101325.621	101325.611	101325.629	0.0182157369	0.0246923417	0	0	451.646	0	0	3
167	568	0	1.12068489	101325.613	101325.621	101325.611	101325.628	0.0168348042	0.0246923417	0	0	451.665	0	0	3
168	571	0	1.12739558	101325.613	101325.621	101325.611	101325.628	0.0168348042	0.0246923417	0	0	451.819	0	0	3
169	575	0	1.13410627	101325.613	101325.62	101325.611	101325.628	0.0134553924	0.0246923417	0	0	452.129	0	0	3
170	578	0	1.14081696	101325.614	101325.62	101325.611	101325.628	0.0134553924	0.0246923417	0	0	451.844	0	0	3
171	581	0	1.14752764	101325.613	101325.62	101325.611	101325.628	0.0110111767	0.0246923417	0	0	452.613	0	0	3
172	584	0	1.15423833	101325.613	101325.62	101325.611	101325.628	0.0110111767	0.0246923417	0	0	452.518	0	0	3
173	588	0	1.16094902	101325.614	101325.62	101325.611	101325.628	0.0106095872	0.0246923417	0	0	452.274	0	0	3
174	591	0	1.16765971	101325.613	101325.62	101325.611	101325.628	0.0106095872	0.0246923417	0	0	452.587	0	0	3
175	594	0	1.1743704	101325.614	101325.619	101325.611	101325.628	0.0106095872	0.0246923417	0	0	452.982	0	0	3
176	597	0	1.18108108	101325.614	101325.619	101325.611	101325.628	0.0106095872	0.0246923417	0	0	452.816	0	0	3
177	600	0	1.18779177	101325.614	101325.619	101325.611	101325.628	0.0106095872	0.0246923417	0	0	452.804	0	0	3
178	604	0	1.19450246	101325.614	101325.619	101325.611	101325.628	0.0106095872	0.0246923417	0	0	453.002	0	0	3
179	607	0	1.20121315	101325.615	101325.619	101325.611	101325.628	0.0106095872	0.0246923417	0	0	452.936	0	0	3
180	610	0	1.20792384	101325.614	101325.618	101325.611	101325.628	0.0106095872	0.0246923417	0	0	453.606	0	0	3
181	613	0	1.21463452	101325.614	101325.618	101325.611	101325.628	0.0106095872	0.0246923417	0	0	453.166	0	0	3
182	617	0	1.22134521	101325.615	101325.618	101325.611	101325.628	0.0106910007	0.0246923417	0	0	453.575	0	0	3
183	620	0	1.2280559	101325.615	101325.618	101325.611	101325.628	0.0108759068	0.0246923417	0	0	453.637	0	0	3
184	623	0	1.23476659	101325.615	101325.618	101325.611	101325.628	0.0110484393	0.0246923417	0	0	453.33	0	0	3
185	626	0	1.24147728	101325.615	101325.618	101325.611	101325.628	0.0112123578	0.0246923417	0	0	453.502	0	0	3
186	629	0	1.24818796	101325.615	101325.617	101325.611	101325.627	0.0113826837	0.0246923417	0	0	453.944	0	0	3
187	633	0	1.25489865	101325.615	101325.617	101325.611	101325.627	0.0115406791	0.0246923417	0	0	453.926	0	0	3
188	636	0	1.26160934	101325.616	101325.617	101325.611	101325.627	0.0116903648	0.0246923417	0	0	453.62	0	0	3
189	639	0	1.26832003	101325.615	101325.617	101325.611	101325.627	0.0118455574	0.0246923417	0	0	453.922	0	0	3
190	643	0	1.27503072	101325.616	101325.617	101325.611	101325.627	0.0119888221	0.0246923417	0	0	453.58	0	0	3
191	646	0	1.2817414	101325.616	101325.617	101325.611	101325.627	0.0121349284	0.0246923417	0	0	452.891	0	0	3
192	650	0	1.28845209	101325.616	101325.616	101325.611	101325.626	0.0122834366	0.0246923417	0	0	453.339	0	0	3
193	654	0	1.29516278	101325.616	101325.616	101325.611	101325.626	0.0124190447	0.0246923417	0	0	453.512	0	0	3
194	657	0	1.30187347	101325.616	101325.616	101325.611	101325.626	0.0125514974	0.0246923417	0	0	453.225	0	0	3
195	660	0	1.30858416	101325.616	101325.616	101325.611	101325.626	0.0126878277	0.0246923417	0	0	453.158	0	0	3
196	664	0	1.31529484	101325.616	101325.616	101325.611	101325.626	0.0128068204	0.0246923417	0	0	453.059	0	0	3
197	667	0	1.32200553	101325.617	101325.616	101325.611	101325.625	0.0129254977	0.0246923417	0	0	453.426	0	0	3
198	670	0	1.32871622	101325.616	101325.616	101325.611	101325.625	0.0130449675	0.0246923417	0	0	453.847	0	0	3
199	673	0	1.33542691	101325.617	101325.616	101325.611	101325.625	0.0131607814	0.0246923417	0	0	453.928	0	0	3
200	676	0	1.3421376	101325.617	101325.615	101325.611	101325.624	0.0132678879	0.0246923417	0	0	453.811	0	0	3
201	682	0	1.34884828	101325.617	101325.615	101325.611	101325.624	0.0125945736	0.0246923417	0	0	454.451	0	0	3
202	685	0	1.35555897	101325.617	101325.615	101325.611	101325.624	0.0125229542	0.0246923417	0	0	453.749	0	0	3
203	688	0	1.36226966	101325.617	101325.615	101325.611	101325.623	0.0117614606	0.0246923417	0	0	453.715	0	0	3
204	692	0	1.36898035	101325.617	101325.615	101325.611	101325.622	0.0113268956	0.0246923417	0	0	454.151	0	0	3
205	696	0	1.37569104	101325.617	101325.615	101325.611	101325.622	0.0113268956	0.0246923417	0	0	454.364	0	0	3
206	700	0	1.38240172	101325.617	101325.615	101325.611	101325.622	0.0110870598	0.0246923417	0	0	454.116	0	0	3
207	704	0	1.38911241	101325.617	101325.615	101325.611	101325.62	0.00942959296	0.0246923417	0	0	454.116	0	0	3
208	707	0	1.3958231	101325.617	101325.615	101325.611	101325.62	0.00942959296	0.0246923417	0	0	454.245	0	0	3
